"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35"
"COLUMBIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDEN PRAIRIE",NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"PLANO",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"WEST DES MOINES",NA,8,NA,8,8,8,8,8,8,8,8,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8
"PARSIPPANY TROY HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIGHLANDS RANCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLARKSTOWN",8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WESTON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"BEAVERTON",6,8,6,6,8,8,8,8,8,8,8,8,6,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"NAPERVILLE",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"WOODBURY",6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"PFLUGERVILLE",NA,NA,NA,NA,6,6,6,6,6,6,8,6,8,8,6,6,8,8,6,8,8,8,8,8,6,8,6,6,8,8,8,8,8,8,8
"CENTENNIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8
"SAMMAMISH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"WEST HARTFORD",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"NASHUA",6,NA,8,8,8,8,8,6,8,6,6,8,6,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,8,6,6,6,6,6,6,6,6,6
"EASTVALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8
"EULESS",6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,8,8,6,6,6,8,8,8,8
"EDISON",8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRVINE",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"SAN RAMON",NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"ASHBURN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRANKLIN",8,8,8,6,6,8,8,6,6,8,8,8,8,6,8,6,6,6,8,8,8,8,8,8,8,8,8,8,6,8,8,6,8,8,8
"APPLETON",8,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,8,8,8,8,8,6,6,6,6,8,8,8,6,6,6,6
"BROOMFIELD",8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,NA,NA,NA,8,8,8,8,8,8,8,8,8,8
"CHERRY HILL",8,6,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOFFMAN ESTATES",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8
"HUNTER MILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OVERLAND PARK",8,8,8,8,8,8,8,NA,8,8,8,6,8,NA,NA,NA,NA,NA,NA,NA,8,8,8,NA,8,8,8,8,8,8,8,8,8,8,6
"FISHERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"NEWTON",8,8,8,8,8,8,8,8,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"NOVI",8,6,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"KOOLAUPOKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OYSTER BAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIOUX FALLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WELLINGTON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,6,6,6,6,6,6,8,8,8,8,8,8,8,8
"CARY",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"HAMDEN",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"HUNTINGTON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREENWICH",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"LEVITTOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATOACA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEES SUMMIT",6,8,8,8,8,8,8,8,8,8,8,8,6,8,8,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPRING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CENTRAL PASCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FREMONT",6,6,6,8,8,8,6,6,8,6,6,6,6,6,6,6,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"AMES",8,NA,NA,8,8,8,8,NA,8,8,6,NA,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,6,6,8,8,8,8,8,8
"EDMOND",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"WEST CHESTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTSDALE",6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"MIAMI",1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
"DETROIT",1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PATERSON",1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"HAWTHORNE",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"FALL.RIVER",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"BIRMINGHAM",6,6,6,6,6,6,6,6,6,6,1,1,10,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,1,6,NA,6,6,1,1
"MEMPHIS",10,10,6,6,10,10,10,10,10,10,10,6,6,10,6,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FLINT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CLEVELAND",1,1,1,10,10,10,10,10,10,10,1,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GARY",10,10,10,10,10,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1
"WESTMINSTER",6,6,8,8,8,8,8,6,6,6,6,6,6,8,8,6,8,6,8,8,8,8,8,8,6,8,8,6,8,8,8,8,8,8,8
"JACKSON",6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6
"DAYTON",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BUFFALO",6,NA,6,6,6,6,6,6,6,6,6,1,1,6,1,1,1,6,6,6,1,1,1,1,6,6,6,6,6,1,1,1,1,1,1
"ST..LOUIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CANTON",6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,10,NA,1,1,1,NA,1,1,1,1,1,1,6,1,1,1,10
"MOUNT.VERNON",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
"ROCKFORD",6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1
"WILMINGTON",1,1,1,6,1,1,1,NA,10,1,1,10,6,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"YOUNGSTOWN",6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ALBANY",6,6,6,6,NA,NA,6,1,1,1,10,1,1,6,1,1,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"MILWAUKEE",6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"SPRINGFIELD",6,10,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"HOUSTON",NA,NA,6,6,6,6,6,6,6,6,1,1,1,1,1,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6
"CAMDEN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA
"BALTIMORE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,6,1,6,6,6,6
"LAWRENCE",6,6,6,6,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"LANSING",6,6,10,6,6,6,10,10,6,10,10,10,10,6,10,1,10,10,10,6,6,10,10,10,6,6,6,6,6,6,6,6,6,10,6
"SPRINGFIELD.1",6,6,6,6,6,6,6,6,6,6,6,1,1,NA,6,6,6,6,8,8,8,8,8,6,6,8,6,8,8,8,6,6,6,6,6
"KNOXVILLE",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"KANSAS.CITY",10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SOUTH.BEND",6,6,6,6,6,6,6,6,6,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,1,1
"AKRON",6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,6,NA,NA,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RACINE",6,6,6,6,6,6,6,10,6,1,1,1,6,6,6,6,6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"LORAIN",8,8,8,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,6
"PEORIA",1,1,1,6,6,6,6,6,1,1,1,1,6,NA,6,NA,6,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,6
"TUCSON",6,6,6,6,6,6,6,6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"CINCINNATI",6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,NA,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
"TOLEDO",1,1,NA,1,1,6,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6
"OAKLAND",1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,NA,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
"SANTA.BARBARA",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6
"SAN.FRANCISCO",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,6
"NEWARK",1,1,1,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6
"NEW.YORK",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"DAVIS",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"WASHINGTON",6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6
"BOSTON",1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"CHICO",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"PALO.ALTO",6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"BELLINGHAM",6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6
